b/FBrandt;TU Munich
b/RajkumarBuyya;University of Melbourne
b/MeurigBeynon;University of Warwick
b/CoryCBeard;University of Missouri - Kansas City
b/MBenAri;Weizmann Institute of Science
b/JohnTangBoyland;University of Wisconsin - Milwaukee
b/DBarbosa;University of Alberta
b/RBettati;Texas A&M University
b/UBhattacharya;ISI Kolkata
b/IBudakArpinar;University of Georgia
b/GunillaBorgefors;Uppsala University
b/DanushkaBollegala;University of Liverpool
b/JeremyBuhler;Washington University in St. Louis
b/ABruggemannKlein;TU Munich
b/HujunBao;Zhejiang University
b/PBonnet;IT University of Copenhagen
b/AJBonner;University of Toronto
b/TuckerRBalch;Georgia Institute of Technology
b/JohnLBarron;Western University
b/BoubakeurBoufama;University of Windsor
b/ArminBiere;JKU Linz
b/BobbyBodenheimer;Vanderbilt University
b/UgoABuy;University of Illinois at Chicago
b/MariaFlorinaBalcan;Carnegie Mellon University
b/SJBelongie;University of Copenhagen
b/SamuelRBuss;Univ. of California - San Diego
b/BirBhanu;Univ. of California - Riverside
b/BettinaBerendt;TU Berlin
b/ClaudioFernandoResinGeyer;UFRGS
b/ChristianoBraga;UFF
b/JABecerra;University of A Coruña
b/JackyBaltes;University of Manitoba
b/PascalBouvry;University of Luxembourg
b/ABorgida;Rutgers University
b/CBhattacharyya;IISc Bangalore
b/AmotzBarNoy;CUNY
b/MEBermudez;University of Florida
b/BinayKBhattacharya;Simon Fraser University
b/PetervanBeek;University of Waterloo
b/EABoiten;University of Kent
b/RonenIBrafman;Ben-Gurion University of the Negev
b/BellaBose;Oregon State University
b/AnnBlandford;University College London
b/BillPBuckles;University of North Texas
b/RobertSBoyer;University of Texas at Austin
b/LawrenceBirnbaum;Northwestern University
b/GregoryButler;Concordia University
b/PatrickBaudisch;Hasso Plattner Institute
b/SergeyBereg;University of Texas at Dallas
b/YuriBoykov;University of Waterloo
b/RuzenaBajcsy;University of Pennsylvania
b/MariaJGarciadelaBanda;Monash University
b/DSsBoer;CWI
b/PeterABuhr;University of Waterloo
b/ChristelBaier;TU Dresden
b/JKBennett;University of Colorado Boulder
b/HalBerghel;University of Nevada Las Vegas
b/MartinBerzins;University of Utah
b/DBlostein;Queen’s University
b/EduardoBonelli;Stevens Institute of Technology
b/DAMBarrington;University of Massachusetts Amherst
b/YolandeBerbers;KU Leuven
b/GvBochmann;University of Ottawa
b/RichardBowden;University of Surrey
b/AvrimBlum;TTI Chicago
b/RussellBeale;University of Birmingham
b/MarinhoPBarcellos;University of Waikato
b/SKBaruah;Washington University in St. Louis
b/RichardBeigel;Temple University
b/AndreyBogdanov;University of Bergen
b/LadislauBoloni;University of Central Florida
b/EricABrewer;Univ. of California - Berkeley
b/BerndBecker;University of Freiburg
b/UMBorghoff;Bundeswehr University Munich
b/FrancoisBry;LMU Munich
b/RalphBergmann;University of Trier
b/KBerns;TU Kaiserslautern
b/WTBalke;TU Braunschweig
b/MichaelSBranicky;University of Kansas
b/MMBurnett;Oregon State University
b/AndreiABulatov;Simon Fraser University
b/SabineBergler;Concordia University
b/MagdalenaBalazinska;University of Washington
b/GillBejerano;Stanford University
b/PBodorik;Dalhousie University
b/RonenBasri;Weizmann Institute of Science
b/JohnWByers;Boston University
b/SomenathBiswas;IIT Kanpur
b/MarcoBrambilla;Politecnico di Milano
b/BRBryant;University of North Texas
b/MicahBeck;University of Tennessee
b/ThomasBerlage;RWTH Aachen
b/AntonioBrogi;University of Pisa
b/ClarkWBarrett;Stanford University
b/REBryant;Carnegie Mellon University
b/PvBommel;Radboud University
b/VascoBrattka;Bundeswehr University Munich
b/AlanBorning;University of Washington
b/HannahBast;University of Freiburg
b/RidaABazzi;Arizona State University
b/JuanABotia;University of Murcia
b/BBarak;Harvard University
b/JMBuhmann;ETH Zurich
b/KevinWBowyer;University of Notre Dame
b/MagdyABayoumi;University of Louisiana - Lafayette
b/ReginaBarzilay;Massachusetts Institute of Technology
b/PatriciaBouyer;Ecole Normale Superieure de Cachan
b/GEBlelloch;Carnegie Mellon University
b/DBlaauw;University of Michigan
b/LucBerthouze;University of Sussex
b/TimBrecht;University of Waterloo
b/RolfBackofen;University of Freiburg
b/RuthBreu;University of Innsbruck
b/PeterBuchholz;TU Dortmund
b/LucianaSBuriol;UFRGS
b/BRBadrinath;Rutgers University
b/AlanWBlack;Carnegie Mellon University
b/PaulBarford;University of Wisconsin - Madison
b/MichaelWBerry;University of Tennessee
b/JosephEBeck;Worcester Polytechnic Institute
b/PeterBuneman;University of Edinburgh
b/AnaLCBazzan;UFRGS
b/EgonBorger;University of Pisa
b/RajeevBarua;University of Maryland - College Park
b/StephenABrewster;University of Glasgow
b/BrahimBensaou;HKUST
b/MichaelBenedikt;University of Oxford
b/PeterABoncz;CWI
b/TCBell;University of Canterbury
b/HenriEBal;VU Amsterdam
b/AlexanderBrodsky;George Mason University
b/MomotazBegum;University of New Hampshire
b/BBollig;TU Dortmund
b/JosephBoutros;Texas A&M at Qatar
b/RobertPBurton;Brigham Young University
b/JohnSBaras;University of Maryland - College Park
b/HarryBuhrman;CWI
b/GuyJBrown;University of Sheffield
b/LEBertossi;Carleton University
b/RaffaellaBernardi;University of Trento
b/VolkerBlanz;University of Siegen
b/EssameddinBadreddin;Heidelberg University
b/ScottABrandt;Univ. of California - Santa Cruz
b/RandalCBurns;Johns Hopkins University
b/OliverBrock;TU Berlin
b/StefanBiffl;TU Wien
b/AlexBrodsky;Dalhousie University
b/ElahehBozorgzadeh;Univ. of California - Irvine
b/ElisaBertino;Purdue University
b/SusanneBoll;University of Oldenburg
b/JoaoPBarreto2;Universidade de Lisboa
b/IoanaBanicescu;Mississippi State University
b/MichaelJBlack;Max Planck Society
b/EMBeldingRoyer;Univ. of California - Santa Barbara
b/KatyBorner;Indiana University
b/MarkdeBerg;TU Eindhoven
b/JeffABilmes;University of Washington
b/SuchendraMBhandarkar;University of Georgia
b/ClemensBeckstein;Friedrich Schiller University Jena
b/MBellare;Univ. of California - San Diego
b/JorgBecker;University of Münster
b/ManuelBlum;Carnegie Mellon University
b/ChristianBizer;University of Mannheim
b/KalinaBontcheva;University of Sheffield
b/JohannesBuchmann;TU Darmstadt
b/APBuchmann;TU Darmstadt
b/MargritBetke;Boston University
b/KavitaBala;Cornell University
b/MichaelJButler;University of Southampton
b/GBarthe;Max Planck Society
b/SDJBarbosa;PUC-RIO
b/RaoufBoutaba;University of Waterloo
b/SaeidBelkasim;Georgia State University
b/NadiaBianchiBerthouze;University College London
b/DuncanABuell;University of South Carolina
b/GordonSBlair;Lancaster University
b/MCCBaranauskas;UNICAMP
b/AlanBurns;University of York
b/EliBiham;Technion
b/ChrisBaileyKellogg;Dartmouth College
b/MichaelBeetz;University of Bremen
b/AndreasBirk0002;Jacobs University Bremen
b/SrikantaJBedathur;IIT Delhi
b/AlbertBanchs;IMDEA Networks Institute
b/GBrassard;University of Montreal
b/DanBoneh;Stanford University
b/VineetBafna;Univ. of California - San Diego
b/PBaumann;Jacobs University Bremen
b/BjornVictor;Uppsala University
b/WABurkhard;Univ. of California - San Diego
b/ValmirCBarbosa;UFRJ
b/VadimBulitko;University of Alberta
b/GerhardBrewka;University of Leipzig
b/AngelaDemkeBrown;University of Toronto
b/ChandrajitLBajaj;University of Texas at Austin
b/BhargabBBhattacharya;IIT Kharagpur
b/MBlanton;University at Buffalo
b/IainBate;University of York
b/EwertBengtsson;Uppsala University
b/RajivBagai;Wichita State University
b/MRBerthold;University of Konstanz
b/AndreasButz;LMU Munich
b/SEBratsberg;NTNU
b/DariusBurschka;TU Munich
b/APWBohm;Colorado State University
b/ChBohm;LMU Munich
b/PBrusilovsky;University of Pittsburgh
b/AliRazaButt;Virginia Tech
b/BBeckert;Karlsruhe Institute of Technology
b/BoualemBenatallah;UNSW
b/KBohm;Karlsruhe Institute of Technology
b/LucaBecchetti;Sapienza University of Rome
b/DBarbara;George Mason University
b/TBiedlUWaterloo;University of Waterloo
b/BenBederson;University of Maryland - College Park
b/JiriBarnat;Masaryk University
b/BerndBrugge;TU Munich
b/MichaelBackes1;CISPA Helmholtz Center
b/NIBadler;University of Pennsylvania
b/PaoloBouquet;University of Trento
b/TimDBarfoot;University of Toronto
b/NaderHBshouty;Technion
b/DavidBBrown;The University of Alabama
b/BKBhargava;Purdue University
b/FabianEBustamante;Northwestern University
b/AlfredLBrown;University of Adelaide
b/StefanBrass;University of Halle-Wittenberg
b/StBottcher;Paderborn University
b/ChittaBaral;Arizona State University
b/BeatDBruderlin;TU Ilmenau
b/DSBatory;University of Texas at Austin
b/ShivnathBabu;Duke University
b/SerafimBatzoglou;Stanford University
b/FBerman;Rensselaer Polytechnic Institute
71/180;Rochester Institute of Technology
71/2931;DAIICT
71/2890;University of Kansas
71/7514;Syracuse University
71/1584;Maastricht University
71/2824;CUNY
71/964;University of Technology Sydney
71/2910;Augusta University
71/3836;Temple University
71/130;University of Tokyo
71/1982-1;Chinese Academy of Sciences
71/5878;University of A Coruña
71/10278;Indiana University
71/2791-6;UESTC
71/1827;University of Maryland - College Park
71/1903;University of Salerno
71/5333;Zhejiang University
71/825;Waseda University
71/2571;University of Tokyo
71/2077;University of Malaya
71/2226;UNICAMP
71/6673;University of Bremen
71/8819;Technion
71/1769;University of Colorado Boulder
71/3863-1;Utah State University
71/6910;Virginia Tech
71/3848;Aarhus University
71/6452;IPI PAN
71/8211;UFPE
71/4557;King's College London
71/5350;Ecole Normale Superieure de Lyon
71/2488;University of Central Florida
71/5617;King Abdulaziz University
71/6731;Cleveland State University
71/3724;Columbia University
71/6691;University of Idaho
71/7001;Uppsala University
71/4645;Michigan Technological University
71/5659;University College Dublin
71/1244;Northeastern University
71/5005-2;UNIST
71/2748;Univ. of California - Irvine
71/3710;Chinese Academy of Sciences
71/6073;Duke University
71/5612;Macquarie University
71/4882;University of Bonn
71/2843-21;University of Arkansas
71/576;IT University of Copenhagen
71/915;Graz University of Technology
71/6381;University of Hannover
71/6687;University of Sydney
71/3546-2;Royal Military College of Canada
71/5087;University of Hannover
71/5006;Czech Technical University
71/214;University of Melbourne
71/7167;DTU
71/3505;BUET
71/3692-2;Shanghai Jiao Tong University
71/3037;Qatar University
71/6759;University of Waterloo
71/2992-1;Tsinghua University
71/5770;George Mason University
71/2742;Ontario Tech University
71/8700-1;Rutgers University
71/2308-1;Zhejiang University
71/6448;University of Oxford
71/5132;Cornell University
71/1464;University College Dublin
71/5078;Friedrich Schiller University Jena
71/2128;Université Laval
71/4075;Aalto University
71/993;Massachusetts Institute of Technology
71/5161;University of Alberta
71/4369;TU Darmstadt
71/625;Monash University
71/4226-1;University of Waterloo
71/2142;University of Edinburgh
71/1035;University of Tsukuba
71/6988;Memorial University of Newfoundland
71/1332;University of Saskatchewan
71/353;York University
71/3034;University of Helsinki
71/700;The University of Alabama
71/6662;City University of London
71/762;Lebanese American University
71/3632;Yıldız Technical University
71/6053-2;Renmin University of China
71/6543;Trinity College Dublin
71/2521;University of British Columbia
71/8029;LUMS
71/4292-11;Univ. of Illinois at Urbana-Champaign
71/5300;Lancaster University
71/5405;NJIT
71/4614;UFPE
71/1341;Stony Brook University
71/872;University of Central Florida
71/2423;Brigham Young University
71/6449;University of Liverpool
71/2542;IISc Bangalore
71/6178;TU Delft
71/1198;Universidade de Lisboa
71/3387-1;Peking University
71/3893;Boise State University
71/3442;Texas A&M University
71/3734;IIT Roorkee
71/6861;EPFL
71/3903;Ecole Normale Superieure de Lyon
71/80;Korea University
71/5930-1;Tsinghua University
71/2446;Johns Hopkins University
71/2744;Texas State University
71/984;CRIStAL
71/2230;Virginia Tech
71/1527;Shenzhen University
71/6889;York University
71/4016;CMI
71/6111;University of Zurich
71/7246;IT University of Copenhagen
71/2904;Dalhousie University
71/581;Michigan Technological University
71/1981;Max Planck Society
71/614;Washington State University
71/5990;American University of Beirut
71/4705;University of York
71/1556;Osaka University
71/3879;University of Pennsylvania
71/5426;University of Tokyo
71/7494;UFRGS
71/5178;ShanghaiTech University
71/5170;KTH Royal Institute of Technology
71/1323;CUNY
71/2136;TU Wien
71/5100;University of Bamberg
71/11334;TU Dresden
71/1747;University of Kent
71/9428;Univ. of California - Los Angeles
71/5377;Bilkent University
214/0994;Victoria University of Wellington
214/7089;BITS Pilani-Goa
214/7614;University of Tokyo
214/6652;University College Dublin
214/6033;DePaul University
123/8404;University of Strathclyde
123/2342;New York University
123/2164;Ecole Normale Superieure de Lyon
123/7042;IIT Guwahati
123/0445;SUSTech
123/0773-1;University of Wisconsin - Madison
123/7149;Illinois Institute of Technology
123/3528;University of Oldenburg
123/8091;Brunel University London
123/7774;Chinese University of Hong Kong
123/3209;IIIT Bangalore
123/5741;SUSTech
123/4694;University of Michigan
123/2286;UFPR
123/6737;Queensland University of Technology
123/2637;University of Tokyo
123/5728;University of Toronto
123/9171;University College Dublin
123/6294;CUNY
123/9340;IST Austria
123/7718;UFMS
123/6358;TU Berlin
123/0475;North Carolina State University
123/1734;University of Exeter
123/7617;TU Munich
123/7231;Aalto University
123/7707;UNC - Greensboro
123/6949;BUPT
123/9628;Oklahoma State University
123/3734;University of Colorado Boulder
123/7561;American University of Beirut
123/7064;Xidian University
123/6907;Washington State University
123/7738;College of William and Mary
123/9849;UESTC
123/1013;University of Virginia
123/4433;Columbia University
123/3350-1;Princeton University
123/9584;University of Michigan-Dearborn
123/7340;Pennsylvania State University
123/2642-1;POSTECH
230/2380;University of Windsor
230/2246;Indiana University
230/9970-1;Queen Mary University of London
230/9043-4;University of Toronto
179/5230;University of Copenhagen
179/4741;University of Louisiana - Lafayette
179/5087;HSE University
179/8625;Chalmers/GU
179/4807;University of Melbourne
179/4808;Chalmers/GU
179/5123;IT University of Copenhagen
179/0069;Washington State University
179/9891;BUPT
179/9076;De La Salle University
179/4978;IUPUI
179/8624;CISPA Helmholtz Center
179/4173;College of William and Mary
237/6402;Massey University
237/3905;The Catholic University of Korea
237/9959;Georgia Institute of Technology
303/3144;Indiana University
295/0091;Shandong University
295/7922;Colorado State University
295/1431;KMUTNB
295/9951;University of Kent
174/2529;Middlesex University
174/1784;National Institute of Technology Silchar
